date,team_1,team_2,location,rank,elo,win_pct,scrape_date
Sat Nov 16,Turkey,Wales,European Nations League B in Turkey,20 46,1812 1701,77% 23%,2024-10-05
Sat Nov 16,Azerbaijan,Estonia,European Nations League C in Azerbaijan,90 119,1461 1357,76% 24%,2024-10-05
Sat Nov 16,Sweden,Slovakia,European Nations League C in Sweden,44 45,1703 1702,64% 36%,2024-10-05
Sat Nov 16,Andorra,Moldova,European Nations League D in Andorra,177 114,1083 1365,26% 74%,2024-10-05
Sat Nov 16,Antigua and Barbuda,Bermuda,CONCACAF Nations League B in the Dominican Republic,191 168,946 1128,26% 74%,2024-10-05
Sat Nov 16,Dominican Republic,Dominica,CONCACAF Nations League B in the Dominican Republic,154 185,1238 1018,86% 14%,2024-10-05
Sun Nov 17,Fiji,New Caledonia,World Cup qualifier in Papua New Guinea,160 155,1203 1234,46% 54%,2024-10-05
Sun Nov 17,Papua New Guinea,Solomon Islands,World Cup qualifier in Papua New Guinea,178 161,1079 1190,48% 52%,2024-10-05
Sun Nov 17,Israel,Belgium,European Nations League A in Israel,70 12,1557 1923,18% 82%,2024-10-05
Sun Nov 17,Italy,France,European Nations League A in Italy,11 4,1943 2015,54% 46%,2024-10-05
Sun Nov 17,Austria,Slovenia,European Nations League B in Austria,18 26,1853 1777,73% 27%,2024-10-05
Sun Nov 17,England,Ireland,European Nations League B in England,6 64,1996 1582,95% 5%,2024-10-05
Sun Nov 17,Finland,Greece,European Nations League B in Finland,58 24,1607 1781,40% 60%,2024-10-05
Sun Nov 17,Norway,Kazakhstan,European Nations League B in Norway,34 92,1746 1457,90% 10%,2024-10-05
Sun Nov 17,Latvia,Armenia,European Nations League C in Latvia,135 91,1319 1459,44% 56%,2024-10-05
Sun Nov 17,North Macedonia,Faroe Islands,European Nations League C in North Macedonia,71 152,1554 1244,91% 9%,2024-10-05
Sun Nov 17,Bonaire,St Vincent & Grenadines,CONCACAF Nations League B in El Salvador,205 176,833 1088,19% 81%,2024-10-05
Sun Nov 17,El Salvador,Montserrat,CONCACAF Nations League B in El Salvador,102 188,1411 983,95% 5%,2024-10-05
Mon Nov 18,New Zealand,Samoa,World Cup qualifier in New Zealand,69 215,1570 740,99.5% 0.5%,2024-10-05
Mon Nov 18,Tahiti,Vanuatu,World Cup qualifier in New Zealand,162 175,1188 1092,63% 37%,2024-10-05
Mon Nov 18,Croatia,Portugal,European Nations League A in Croatia,13 7,1912 1975,55% 45%,2024-10-05
Mon Nov 18,Poland,Scotland,European Nations League A in Poland,33 43,1748 1705,69% 31%,2024-10-05
Mon Nov 18,Serbia,Denmark,European Nations League A in Serbia,23 16,1784 1863,53% 47%,2024-10-05
Mon Nov 18,Spain,Switzerland,European Nations League A in Spain,1 17,2157 1855,91% 9%,2024-10-05
Mon Nov 18,Bulgaria,Belarus,European Nations League C in Bulgaria,83 88,1502 1464,69% 31%,2024-10-05
Mon Nov 18,Kosovo,Lithuania,European Nations League C in Kosovo,80 134,1511 1324,84% 16%,2024-10-05
Mon Nov 18,Luxembourg,Northern Ireland,European Nations League C in Luxembourg,89 76,1462 1521,56% 44%,2024-10-05
Mon Nov 18,Romania,Cyprus,European Nations League C in Romania,41 137,1713 1309,95% 5%,2024-10-05
Mon Nov 18,Liechtenstein,San Marino,European Nations League D in Liechtenstein,190 209,954 798,81% 19%,2024-10-05
Mon Nov 18,Aruba,Sint Maarten,CONCACAF Nations League B in Haiti,194 202,944 894,57% 43%,2024-10-05
Mon Nov 18,Curaçao,Saint Lucia,CONCACAF Nations League B in Curaçao,131 167,1329 1141,84% 16%,2024-10-05
Mon Nov 18,Grenada,Saint Martin,CONCACAF Nations League B in Curaçao,179 195,1071 917,71% 29%,2024-10-05
Mon Nov 18,Haiti,Puerto Rico,CONCACAF Nations League B in Haiti,77 166,1517 1142,94% 6%,2024-10-05
Tue Nov 19,Bahrain,Australia,World Cup qualifier in Bahrain,87 38,1475 1723,30% 70%,2024-10-05
Tue Nov 19,China,Japan,World Cup qualifier in China,111 14,1377 1873,9% 91%,2024-10-05
Tue Nov 19,Indonesia,Saudi Arabia,World Cup qualifier in Indonesia,118 62,1359 1588,32% 68%,2024-10-05
Tue Nov 19,Kuwait,Jordan,World Cup qualifier in Kuwait,115 57,1361 1629,28% 72%,2024-10-05
Tue Nov 19,Kyrgyzstan,Iran,World Cup qualifier in Kyrgyzstan,145 19,1272 1819,7% 93%,2024-10-05
Tue Nov 19,North Korea,Uzbekistan,World Cup qualifier in North Korea,104 47,1406 1690,26% 74%,2024-10-05
Tue Nov 19,Oman,Iraq,World Cup qualifier in Oman,85 53,1499 1658,42% 58%,2024-10-05
Tue Nov 19,Palestine,South Korea,World Cup qualifier in Palestine,103 35,1408 1743,21% 79%,2024-10-05
Tue Nov 19,United Arab Emirates,Qatar,World Cup qualifier in the United Arab Emirates,74 67,1537 1574,59% 41%,2024-10-05
Tue Nov 19,Bosnia and Herzegovina,Netherlands,European Nations League A in Bosnia and Herzegovina,86 8,1491 1960,11% 89%,2024-10-05
Tue Nov 19,Hungary,Germany,European Nations League A in Hungary,29 9,1767 1957,37% 63%,2024-10-05
Tue Nov 19,Albania,Ukraine,European Nations League B in Albania,54 29,1638 1767,46% 54%,2024-10-05
Tue Nov 19,Czechia,Georgia,European Nations League B in Czechia,38 31,1723 1754,60% 40%,2024-10-05
Tue Nov 19,Montenegro,Turkey,European Nations League B in Montenegro,78 20,1516 1812,24% 76%,2024-10-05
Tue Nov 19,Wales,Iceland,European Nations League B in Wales,46 67,1701 1574,79% 21%,2024-10-05
Tue Nov 19,Slovakia,Estonia,European Nations League C in Slovakia,45 119,1702 1357,93% 7%,2024-10-05
Tue Nov 19,Sweden,Azerbaijan,European Nations League C in Sweden,44 90,1703 1461,88% 12%,2024-10-05
Tue Nov 19,Malta,Andorra,European Nations League D in Malta,149 177,1260 1083,83% 17%,2024-10-05
Tue Nov 19,Gibraltar,Moldova,Friendly in Gibraltar,180 114,1056 1365,23% 77%,2024-10-05
Tue Nov 19,Hong Kong,Mauritius,Friendly in Hong Kong,171 183,1114 1041,73% 27%,2024-10-05
Tue Nov 19,Myanmar,Lebanon,Friendly in Myanmar,196 139,914 1304,16% 84%,2024-10-05
Tue Nov 19,Singapore,Taiwan,Friendly in Singapore,172 199,1109 899,86% 14%,2024-10-05
Tue Nov 19,Argentina,Peru,World Cup qualifier in Argentina,2 40,2149 1714,96% 4%,2024-10-05
Tue Nov 19,Bolivia,Paraguay,World Cup qualifier in Bolivia,55 42,1637 1710,54% 46%,2024-10-05
Tue Nov 19,Brazil,Uruguay,World Cup qualifier in Brazil,5 10,1997 1956,69% 31%,2024-10-05
Tue Nov 19,Chile,Venezuela,World Cup qualifier in Chile,48 27,1689 1771,53% 47%,2024-10-05
Tue Nov 19,Colombia,Ecuador,World Cup qualifier in Colombia,3 15,2061 1871,84% 16%,2024-10-05
Tue Nov 19,Antigua and Barbuda,Dominica,CONCACAF Nations League B in the Dominican Republic,191 185,946 1018,40% 60%,2024-10-05
Tue Nov 19,Dominican Republic,Bermuda,CONCACAF Nations League B in the Dominican Republic,154 168,1238 1128,77% 23%,2024-10-05
Mon Dec 9,Cambodia,Malaysia,Southeast Asian Champ in Cambodia,206 141,827 1290,11% 89%,2024-10-05
Tue Dec 10,Laos,Vietnam,Southeast Asian Champ in Laos,224 150,665 1253,6% 94%,2024-10-05
Tue Dec 10,Myanmar,Indonesia,Southeast Asian Champ in Myanmar,196 118,914 1359,12% 88%,2024-10-05
Thu Dec 12,Singapore,Cambodia,Southeast Asian Champ in Singapore,172 206,1109 827,90% 10%,2024-10-05
Fri Dec 13,Indonesia,Laos,Southeast Asian Champ in Indonesia,118 224,1359 665,99.0% 1.0%,2024-10-05
Fri Dec 13,Philippines,Myanmar,Southeast Asian Champ in the Philippines,183 196,1041 914,79% 21%,2024-10-05
Sun Dec 15,Thailand,Malaysia,Southeast Asian Champ in Thailand,97 141,1438 1290,81% 19%,2024-10-05
Mon Dec 16,Laos,Philippines,Southeast Asian Champ in Laos,224 183,665 1041,17% 83%,2024-10-05
Mon Dec 16,Vietnam,Indonesia,Southeast Asian Champ in Vietnam,150 118,1253 1359,49% 51%,2024-10-05
Wed Dec 18,Singapore,Thailand,Southeast Asian Champ in Singapore,172 97,1109 1438,21% 79%,2024-10-05
Thu Dec 19,Myanmar,Laos,Southeast Asian Champ in Myanmar,196 224,914 665,88% 12%,2024-10-05
Thu Dec 19,Philippines,Vietnam,Southeast Asian Champ in the Philippines,183 150,1041 1253,34% 66%,2024-10-05
Sat Dec 21,Malaysia,Singapore,Southeast Asian Champ in Malaysia,141 172,1290 1109,83% 17%,2024-10-05
Sat Dec 21,Thailand,Cambodia,Southeast Asian Champ in Thailand,97 206,1438 827,98.4% 1.6%,2024-10-05
Sun Dec 22,Indonesia,Philippines,Southeast Asian Champ in Indonesia,118 183,1359 1041,92% 8%,2024-10-05
Sun Dec 22,Vietnam,Myanmar,Southeast Asian Champ in Vietnam,150 196,1253 914,93% 7%,2024-10-05
Mon Jan 6,Mexico,Thailand,Friendly in the United States,21 97,1792 1438,88% 12%,2024-10-05
Mon Jan 13,El Salvador,Thailand,Friendly in the United States,102 97,1411 1438,46% 54%,2024-10-05
Thu Mar 20,Australia,Indonesia,World Cup qualifier in Australia,38 118,1723 1359,94% 6%,2024-10-05
Thu Mar 20,Iran,United Arab Emirates,World Cup qualifier in Iran,19 74,1819 1537,90% 10%,2024-10-05
Thu Mar 20,Iraq,Kuwait,World Cup qualifier in Iraq,53 115,1658 1361,91% 9%,2024-10-05
Thu Mar 20,Japan,Bahrain,World Cup qualifier in Japan,14 87,1873 1475,95% 5%,2024-10-05
Thu Mar 20,Jordan,Palestine,World Cup qualifier in Jordan,57 103,1629 1408,86% 14%,2024-10-05
Thu Mar 20,Qatar,North Korea,World Cup qualifier in Qatar,67 104,1574 1406,82% 18%,2024-10-05
Thu Mar 20,Saudi Arabia,China,World Cup qualifier in Saudi Arabia,62 111,1588 1377,86% 14%,2024-10-05
Thu Mar 20,South Korea,Oman,World Cup qualifier in South Korea,35 85,1743 1499,88% 12%,2024-10-05
Thu Mar 20,Uzbekistan,Kyrgyzstan,World Cup qualifier in Uzbekistan,47 145,1690 1272,95% 5%,2024-10-05
Thu Mar 20,Brazil,Colombia,World Cup qualifier in Brazil,5 3,1997 2061,55% 45%,2024-10-05
Thu Mar 20,Ecuador,Venezuela,World Cup qualifier in Ecuador,15 27,1871 1771,76% 24%,2024-10-05
Thu Mar 20,Paraguay,Chile,World Cup qualifier in Paraguay,42 48,1710 1689,67% 33%,2024-10-05
Thu Mar 20,Peru,Bolivia,World Cup qualifier in Peru,40 55,1714 1637,73% 27%,2024-10-05
Thu Mar 20,Uruguay,Argentina,World Cup qualifier in Uruguay,10 2,1956 2149,37% 63%,2024-10-05
Tue Mar 25,China,Australia,World Cup qualifier in China,111 38,1377 1723,20% 80%,2024-10-05
Tue Mar 25,Indonesia,Bahrain,World Cup qualifier in Indonesia,118 87,1359 1475,48% 52%,2024-10-05
Tue Mar 25,Iran,Uzbekistan,World Cup qualifier in Iran,19 47,1819 1690,79% 21%,2024-10-05
Tue Mar 25,Japan,Saudi Arabia,World Cup qualifier in Japan,14 62,1873 1588,90% 10%,2024-10-05
Tue Mar 25,Kuwait,Oman,World Cup qualifier in Kuwait,115 85,1361 1499,45% 55%,2024-10-05
Tue Mar 25,Kyrgyzstan,Qatar,World Cup qualifier in Kyrgyzstan,145 67,1272 1574,24% 76%,2024-10-05
Tue Mar 25,North Korea,United Arab Emirates,World Cup qualifier in North Korea,104 74,1406 1537,46% 54%,2024-10-05
Tue Mar 25,Palestine,Iraq,World Cup qualifier in Palestine,103 53,1408 1658,30% 70%,2024-10-05
Tue Mar 25,South Korea,Jordan,World Cup qualifier in South Korea,35 57,1743 1629,77% 23%,2024-10-05
Tue Mar 25,Argentina,Brazil,World Cup qualifier in Argentina,2 5,2149 1997,81% 19%,2024-10-05
Tue Mar 25,Bolivia,Uruguay,World Cup qualifier in Bolivia,55 10,1637 1956,22% 78%,2024-10-05
Tue Mar 25,Chile,Ecuador,World Cup qualifier in Chile,48 15,1689 1871,38% 62%,2024-10-05
Tue Mar 25,Colombia,Paraguay,World Cup qualifier in Colombia,3 42,2061 1710,93% 7%,2024-10-05
Tue Mar 25,Venezuela,Peru,World Cup qualifier in Venezuela,27 40,1771 1714,71% 29%,2024-10-05
Jun 4 2025,Chile,Argentina,World Cup qualifier in Chile,48 2,1689 2149,11% 89%,2024-10-05
Jun 4 2025,Colombia,Peru,World Cup qualifier in Colombia,3 40,2061 1714,93% 7%,2024-10-05
Jun 4 2025,Ecuador,Brazil,World Cup qualifier in Ecuador,15 5,1871 1997,46% 54%,2024-10-05
Jun 4 2025,Paraguay,Uruguay,World Cup qualifier in Paraguay,42 10,1710 1956,30% 70%,2024-10-05
Jun 4 2025,Venezuela,Bolivia,World Cup qualifier in Venezuela,27 55,1771 1637,79% 21%,2024-10-05
Jun 4 2025,Barbados,Aruba,World Cup qualifier in Barbados,189 194,958 944,66% 34%,2024-10-05
Jun 4 2025,Bermuda,Cayman Islands,World Cup qualifier in Bermuda,168 208,1128 811,92% 8%,2024-10-05
Jun 4 2025,Dominica,British Virgin Islands,World Cup qualifier in Dominica,185 227,1018 640,94% 6%,2024-10-05
Jun 4 2025,Grenada,Bahamas,World Cup qualifier in Grenada,179 210,1071 792,90% 10%,2024-10-05
Jun 4 2025,Montserrat,Belize,World Cup qualifier in Montserrat,188 181,983 1055,54% 46%,2024-10-05
Jun 4 2025,St Vincent & Grenadines,Anguilla,World Cup qualifier in St Vincent & Grenadines,176 225,1088 646,96% 4%,2024-10-05
Jun 5 2025,Australia,Japan,World Cup qualifier in Australia,38 14,1723 1873,43% 57%,2024-10-05
Jun 5 2025,Bahrain,Saudi Arabia,World Cup qualifier in Bahrain,87 62,1475 1588,48% 52%,2024-10-05
Jun 5 2025,Indonesia,China,World Cup qualifier in Indonesia,118 111,1359 1377,62% 38%,2024-10-05
Jun 5 2025,Iraq,South Korea,World Cup qualifier in Iraq,53 35,1658 1743,52% 48%,2024-10-05
Jun 5 2025,Kuwait,Palestine,World Cup qualifier in Kuwait,115 103,1361 1408,58% 42%,2024-10-05
Jun 5 2025,North Korea,Kyrgyzstan,World Cup qualifier in North Korea,104 145,1406 1272,79% 21%,2024-10-05
Jun 5 2025,Oman,Jordan,World Cup qualifier in Oman,85 57,1499 1629,46% 54%,2024-10-05
Jun 5 2025,Qatar,Iran,World Cup qualifier in Qatar,67 19,1574 1819,30% 70%,2024-10-05
Jun 5 2025,United Arab Emirates,Uzbekistan,World Cup qualifier in the United Arab Emirates,74 47,1537 1690,42% 58%,2024-10-05
Jun 6 2025,Antigua and Barbuda,Cuba,World Cup qualifier in Antigua and Barbuda,191 138,946 1308,18% 82%,2024-10-05
Jun 6 2025,Curaçao,Saint Lucia,World Cup qualifier in Curaçao,131 167,1329 1141,84% 16%,2024-10-05
Jun 6 2025,Guatemala,Dominican Republic,World Cup qualifier in Guatemala,82 154,1504 1238,89% 11%,2024-10-05
Jun 6 2025,Nicaragua,Guyana,World Cup qualifier in Nicaragua,112 151,1373 1252,78% 22%,2024-10-05
Jun 6 2025,Suriname,Puerto Rico,World Cup qualifier in Suriname,127 166,1338 1142,85% 15%,2024-10-05
Jun 6 2025,Trinidad and Tobago,Saint Kitts and Nevis,World Cup qualifier in Trinidad and Tobago,109 173,1383 1107,90% 10%,2024-10-05
Jun 7 2025,Anguilla,El Salvador,World Cup qualifier in Anguilla,225 102,646 1411,2% 98%,2024-10-05
Jun 7 2025,Aruba,Haiti,World Cup qualifier in Aruba,194 77,944 1517,6% 94%,2024-10-05
Jun 7 2025,Bahamas,Costa Rica,World Cup qualifier in the Bahamas,210 52,792 1662,1.2% 98.8%,2024-10-05
Jun 7 2025,Belize,Panama,World Cup qualifier in Belize,181 36,1055 1731,4% 96%,2024-10-05
Jun 7 2025,British Virgin Islands,Jamaica,World Cup qualifier in the British Virgin Islands,227 59,640 1595,0.7% 99.3%,2024-10-05
Jun 7 2025,Cayman Islands,Honduras,World Cup qualifier in the Cayman Islands,208 81,811 1506,3% 97%,2024-10-05
Jun 9 2025,Argentina,Colombia,World Cup qualifier in Argentina,2 3,2149 2061,75% 25%,2024-10-05
Jun 9 2025,Bolivia,Chile,World Cup qualifier in Bolivia,55 48,1637 1689,57% 43%,2024-10-05
Jun 9 2025,Brazil,Paraguay,World Cup qualifier in Brazil,5 42,1997 1710,90% 10%,2024-10-05
Jun 9 2025,Peru,Ecuador,World Cup qualifier in Peru,40 15,1714 1871,42% 58%,2024-10-05
Jun 9 2025,Uruguay,Venezuela,World Cup qualifier in Uruguay,10 27,1956 1771,84% 16%,2024-10-05
Jun 10 2025,China,Bahrain,World Cup qualifier in China,111 87,1377 1475,50% 50%,2024-10-05
Jun 10 2025,Iran,North Korea,World Cup qualifier in Iran,19 104,1819 1406,95% 5%,2024-10-05
Jun 10 2025,Japan,Indonesia,World Cup qualifier in Japan,14 118,1873 1359,97% 3%,2024-10-05
Jun 10 2025,Jordan,Iraq,World Cup qualifier in Jordan,57 53,1629 1658,60% 40%,2024-10-05
Jun 10 2025,Kyrgyzstan,United Arab Emirates,World Cup qualifier in Kyrgyzstan,145 74,1272 1537,28% 72%,2024-10-05
Jun 10 2025,Palestine,Oman,World Cup qualifier in Palestine,103 85,1408 1499,51% 49%,2024-10-05
Jun 10 2025,Saudi Arabia,Australia,World Cup qualifier in Saudi Arabia,62 38,1588 1723,45% 55%,2024-10-05
Jun 10 2025,South Korea,Kuwait,World Cup qualifier in South Korea,35 115,1743 1361,94% 6%,2024-10-05
Jun 10 2025,Uzbekistan,Qatar,World Cup qualifier in Uzbekistan,47 67,1690 1574,78% 22%,2024-10-05
Jun 10 2025,Costa Rica,Trinidad and Tobago,World Cup qualifier in Costa Rica,52 109,1662 1383,90% 10%,2024-10-05
Jun 10 2025,Cuba,Bermuda,World Cup qualifier in Cuba,138 168,1308 1128,83% 17%,2024-10-05
Jun 10 2025,Dominican Republic,Dominica,World Cup qualifier in the Dominican Republic,154 185,1238 1018,86% 14%,2024-10-05
Jun 10 2025,El Salvador,Suriname,World Cup qualifier in El Salvador,102 127,1411 1338,73% 27%,2024-10-05
Jun 10 2025,Guyana,Montserrat,World Cup qualifier in Guyana,151 188,1252 983,89% 11%,2024-10-05
Jun 10 2025,Haiti,Curaçao,World Cup qualifier in Haiti,77 131,1517 1329,84% 16%,2024-10-05
Jun 10 2025,Honduras,Antigua and Barbuda,World Cup qualifier in Honduras,81 191,1506 946,98% 2%,2024-10-05
Jun 10 2025,Jamaica,Guatemala,World Cup qualifier in Jamaica,59 82,1595 1504,75% 25%,2024-10-05
Jun 10 2025,Panama,Nicaragua,World Cup qualifier in Panama,36 112,1731 1373,93% 7%,2024-10-05
Jun 10 2025,Puerto Rico,St Vincent & Grenadines,World Cup qualifier in Puerto Rico,166 176,1142 1088,71% 29%,2024-10-05
Jun 10 2025,Saint Kitts and Nevis,Grenada,World Cup qualifier in Saint Kitts and Nevis,173 179,1107 1071,69% 31%,2024-10-05
Jun 10 2025,Saint Lucia,Barbados,World Cup qualifier in Saint Lucia,167 189,1141 958,84% 16%,2024-10-05
Sep 9 2025,Argentina,Venezuela,World Cup qualifier in Argentina,2 27,2149 1771,94% 6%,2024-10-05
Sep 9 2025,Brazil,Chile,World Cup qualifier in Brazil,5 48,1997 1689,91% 9%,2024-10-05
Sep 9 2025,Colombia,Bolivia,World Cup qualifier in Colombia,3 55,2061 1637,95% 5%,2024-10-05
Sep 9 2025,Paraguay,Ecuador,World Cup qualifier in Paraguay,42 15,1710 1871,41% 59%,2024-10-05
Sep 9 2025,Uruguay,Peru,World Cup qualifier in Uruguay,10 40,1956 1714,88% 12%,2024-10-05
Sep 14 2025,Bolivia,Brazil,World Cup qualifier in Bolivia,55 5,1637 1997,18% 82%,2024-10-05
Sep 14 2025,Chile,Uruguay,World Cup qualifier in Chile,48 10,1689 1956,28% 72%,2024-10-05
Sep 14 2025,Ecuador,Argentina,World Cup qualifier in Ecuador,15 2,1871 2149,26% 74%,2024-10-05
Sep 14 2025,Peru,Paraguay,World Cup qualifier in Peru,40 42,1714 1710,65% 35%,2024-10-05
Sep 14 2025,Venezuela,Colombia,World Cup qualifier in Venezuela,27 3,1771 2061,25% 75%,2024-10-05
